AveragePolicyStd,MinReturn,LossBefore,LossAfter,AvgRewardContact,dLoss,PolicyExecTime,AverageDiscountedReturn,StdReturn,ItrTime,Time,AvgRewardFlipped,AvgRewardCtrl,ExplainedVariance,AverageReturn,Perplexity,ProcessExecTime,MeanKL,Entropy,Iteration,AvgRewardFwd,MaxReturn,MeanKLBefore,EnvExecTime,NumTrajs
0.998969,-95.288654003,-1.13413310051,-1.16710543633,-0.0022676788369,0.0329723358154,0.26388025283813477,-4.20215914825,25.4688428095,12.08187460899353,205.90831518173218,0.0,-0.103987178879,0.106012042903,-13.5463364932,84232.4,0.14879655838012695,0.00642735231668,11.3413,15,0.0791621847296,38.3816149675,0.0,10.618618249893188,40
0.997726,-93.7833925201,-1.13314628601,-1.16546583176,-0.00225936267576,0.0323195457458,0.25971531867980957,-3.76990719146,28.0236558448,12.075507402420044,217.98758172988892,0.0,-0.103224977843,0.115750394124,-17.1124888241,83404.9,0.15019702911376953,0.00651298230514,11.3315,16,0.071259362871,32.4917331828,0.0,10.615987777709961,40
0.996708,-74.2896053928,-1.13229680061,-1.17506325245,-0.00224097766449,0.0427664518356,0.2644846439361572,-3.86134738898,24.9032648418,12.023222208023071,230.0149097442627,0.0,-0.103194205452,0.191527190185,-15.6256659257,82699.5,0.15814828872680664,0.00997403264046,11.323,17,0.0741838512653,34.2872125874,0.0,10.586713075637817,40
0.995631,-57.4904469082,-1.1314702034,-1.1628537178,-0.00222919907944,0.0313835144043,0.28408122062683105,-3.30454582021,23.6025397989,12.447101831436157,242.46594834327698,0.0,-0.103778502454,0.0939229932135,-14.6590158309,82018.7,0.15897202491760254,0.00643907766789,11.3147,18,0.0766896698715,35.735134125,0.0,10.952583312988281,40
0.993065,-95.021815535,-1.1293669939,-1.16262149811,-0.00220215145361,0.0332545042038,0.4317357540130615,-2.42934701099,32.9193509733,13.421266794204712,255.89125537872314,0.0,-0.103513774044,0.137111720821,-5.84111610177,80311.8,0.16266798973083496,0.00656325509772,11.2937,19,0.094033693294,60.7159986184,0.0,11.716085433959961,40
0.991356,-84.0951106841,-1.12797367573,-1.16057562828,-0.00222550526799,0.0326019525528,0.2660548686981201,-2.72698347075,28.8859870232,12.11815595626831,268.0132381916046,0.0,-0.102600499551,0.112505696373,-1.18519149774,79200.5,0.15140962600708008,0.00647560879588,11.2797,20,0.102455621823,55.1086861787,0.0,10.637362718582153,40
0.988557,-72.525742994,-1.12572014332,-1.15928685665,-0.00224857014091,0.0335667133331,0.26290130615234375,-1.0450898727,27.3672679587,12.069216966629028,280.08641505241394,0.0,-0.10293595618,0.125585242563,-0.0359634875909,77435.5,0.14968037605285645,0.0064473412931,11.2572,21,0.105112599346,50.3676752958,0.0,10.617846250534058,40
0.987095,-65.7307533095,-1.12456738949,-1.15821194649,-0.00223721272118,0.0336445569992,0.26655149459838867,-1.10911845119,25.4035295679,12.098068952560425,292.18845438957214,0.0,-0.102050954619,0.0392471795725,3.9921587447,76547.6,0.15009546279907227,0.00647586071864,11.2457,22,0.112272484829,47.6487309369,0.0,10.623441934585571,40
0.985874,-57.5555084258,-1.12357342243,-1.16093611717,-0.00219279511718,0.0373626947403,0.25972843170166016,0.608599043092,24.908002663,12.069613218307495,304.26202917099,0.0,-0.102256845323,-0.218048249374,4.73907289989,75790.9,0.14655566215515137,0.00648570992053,11.2357,23,0.11392778624,58.1674888017,0.0,10.615403890609741,40
0.986294,-65.5203454659,-1.12391400337,-1.16668069363,-0.00219794772145,0.0427666902542,0.26285767555236816,-0.501610284606,24.3587605551,11.996378898620605,316.26249957084656,0.0,-0.102919937322,0.170966232913,3.85240793384,76049.6,0.15196776390075684,0.00994889717549,11.2391,24,0.112822700911,50.5852477827,0.0,10.557318210601807,40
0.986452,-56.2311853713,-1.12407505512,-1.15939104557,-0.00224251167804,0.035315990448,0.26032280921936035,-1.44548674787,30.3493954394,12.080653667449951,328.34716510772705,0.0,-0.102392376404,0.263720012177,6.59483815732,76172.2,0.15219759941101074,0.00645461818203,11.2408,25,0.117824564397,75.3802818797,0.0,10.620747804641724,40
0.986811,-52.8856189288,-1.12439227104,-1.15719330311,-0.00222250114574,0.0328010320663,0.26247406005859375,0.538417590516,26.4102405562,12.017801523208618,340.36899638175964,0.0,-0.101991263294,0.0967551816722,10.0928617193,76414.3,0.14682936668395996,0.0064276191406,11.2439,26,0.124399487879,61.3307805086,0.0,10.570305347442627,40
0.984621,-41.6296832194,-1.12259507179,-1.15719985962,-0.00223569292589,0.0346047878265,0.26504087448120117,0.565069573981,26.4649566847,12.02729058265686,352.40031933784485,0.0,-0.101870377022,0.104973170645,7.79170322581,75053.2,0.15336966514587402,0.00643093278632,11.226,27,0.119689476399,59.3253903316,0.0,10.598129749298096,40
